quarter,date,member_name,party,state,title,url,src_file,src_line
2025-Q4,2025-10-06,Eleanor Holmes Norton,Democrat,DC,Norton Reintroduces Her Bill to Give D.C. Authority to Grant Clemency to Offenders Convicted Under Local D.C. Laws,https://norton.house.gov/media/press-releases/norton-reintroduces-her-bill-give-dc-authority-grant-clemency-offenders-0,congress_press/2025/2025-10.jsonl,578
2025-Q4,2025-10-07,Richard J. Durbin,Democrat,IL,Durbin Delivers Opening Statement In Senate Judiciary Committee Oversight Hearing With Attorney General Bondi,https://www.durbin.senate.gov/newsroom/press-releases/durbin-delivers-opening-statement-in-senate-judiciary-committee-oversight-hearing-with-attorney-general-bondi,congress_press/2025/2025-10.jsonl,782
2025-Q4,2025-10-07,Mazie K. Hirono,Democrat,HI,VIDEO: Hirono Presses Attorney General Bondi on Rampant Corruption at Trump DOJ,https://www.hirono.senate.gov/news/press-releases/video-hirono-presses-attorney-general-bondi-on-rampant-corruption-at-trump-doj,congress_press/2025/2025-10.jsonl,798
2025-Q4,2025-10-21,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES: “WE NEED A CONGRESS TO ACTUALLY CONDUCT ITSELF LIKE A SEPARATE AND CO-EQUAL BRANCH OF GOVERNMENT”,https://jeffries.house.gov/2025/10/21/leader-jeffries-we-need-a-congress-to-actually-conduct-itself-like-a-separate-and-co-equal-branch-of-government/,congress_press/2025/2025-10.jsonl,2099
2025-Q4,2025-10-22,Pat Fallon,Republican,TX,Rep. Pat Fallon Leads Letter Calling for Investigation Into Biden Intel Cover-Up,https://fallon.house.gov/news/documentsingle.aspx?DocumentID=1629,congress_press/2025/2025-10.jsonl,2248
2025-Q4,2025-10-22,Nancy Pelosi,Democrat,CA,"Pelosi, Mullin Statement on Reports of Planned Federal Immigration Operation in Bay Area",https://pelosi.house.gov/news/press-releases/pelosi-mullin-statement-reports-planned-federal-immigration-operation-bay-area,congress_press/2025/2025-10.jsonl,2282
2025-Q4,2025-10-22,Richard J. Durbin,Democrat,IL,Durbin Delivers Opening Statement In Senate Judiciary Committee Hearing On Nomination Of Assistant Attorney General For The Criminal Divisio,https://www.durbin.senate.gov/newsroom/press-releases/durbin-delivers-opening-statement-in-senate-judiciary-committee-hearing-on-nomination-of-assistant-attorney-general-for-the-criminal-division-two-judicial-nominees,congress_press/2025/2025-10.jsonl,2308
2025-Q4,2025-10-23,Ami Bera,Democrat,CA,ICYMI – Bera on CNN: “Trump Could End This Shutdown With One Call”,https://bera.house.gov/news/press-releases/icymi-bera-on-cnn-trump-could-end-this-shutdown-with-one-call,congress_press/2025/2025-10.jsonl,2372
2025-Q4,2025-10-23,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES ON CNN: “REPUBLICANS REFUSE TO REOPEN THE GOVERNMENT BECAUSE OF THEIR UNWILLINGNESS TO PROVIDE AFFORDABLE HEALTHCARE”,https://jeffries.house.gov/2025/10/23/leader-jeffries-on-cnn-republicans-refuse-to-reopen-the-government-because-of-their-unwillingness-to-provide-affordable-healthcare/,congress_press/2025/2025-10.jsonl,2403
2025-Q4,2025-10-23,Kevin Mullin,Democrat,CA,"Pelosi, Mullin Statement on Reports of Planned Federal Immigration Operation in Bay Area",https://kevinmullin.house.gov/2025/10/23/pelosi-mullin-statement-on-reports-of-planned-federal-immigration-operation-in-bay-area/,congress_press/2025/2025-10.jsonl,2406
2025-Q4,2025-10-23,Ruben Gallego,Democrat,AZ,ICYMI: Senator Gallego Joins The Arizona Republic’s The Gaggle Podcast,https://www.gallego.senate.gov/news/press-releases/icymi-senator-gallego-joins-the-arizona-republics-the-gaggle-podcast/,congress_press/2025/2025-10.jsonl,2482
2025-Q4,2025-10-24,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES ON KEEPIN’ IT REAL WITH REV. AL SHARPTON: “WE’RE NOT GOING TO BE INTIMIDATED BY THESE EXTREMISTS”,https://jeffries.house.gov/2025/10/24/leader-jeffries-on-keepin-it-real-with-rev-al-sharpton-were-not-going-to-be-intimidated-by-these-extremists/,congress_press/2025/2025-10.jsonl,2598
2025-Q4,2025-10-25,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES: DONALD TRUMP AND REPUBLICANS “HAVE SHOWN ZERO INTEREST IN REOPENING THE GOVERNMENT”,https://jeffries.house.gov/2025/10/25/leader-jeffries-donald-trump-and-republicans-have-shown-zero-interest-in-reopening-the-government/,congress_press/2025/2025-10.jsonl,2727
2025-Q4,2025-10-27,Peter Welch,Democrat,VT,Welch Calls Police Officer Who Defended Capitol on January 6th and Expert on Extremism and Terrorism as Witnesses for Hearing on Politically,https://www.welch.senate.gov/welch-calls-police-officer-who-defended-capitol-on-january-6th-and-expert-on-extremism-and-terrorism-as-witnesses-for-hearing-on-politically-motivated-violence/,congress_press/2025/2025-10.jsonl,2865
2025-Q4,2025-10-28,Pete Aguilar,Democrat,CA,Rep. Aguilar Joins Shadow Hearing on the Trump Administration’s Unlawful Immigration Actions,https://aguilar.house.gov/2025/10/28/rep-aguilar-joins-shadow-hearing-on-the-trump-administrations-unlawful-immigration-actions/,congress_press/2025/2025-10.jsonl,2873
2025-Q4,2025-10-28,Ro Khanna,Democrat,CA,RELEASE: REP. KHANNA ANNOUNCES BAN CRYPTO CORRUPTION LEGISLATION FOLLOWING TRUMP’S PARDON OF FORMER BINANCE CEO,https://khanna.house.gov/media/press-releases/release-rep-khanna-announces-ban-crypto-corruption-legislation-following,congress_press/2025/2025-10.jsonl,2911
2025-Q4,2025-10-28,Richard J. Durbin,Democrat,IL,"Durbin Delivers Opening Statement In Senate Judiciary Subcommittee Hearing, Debunking Republicans’ Claims That Political Violence Only Comes",https://www.durbin.senate.gov/newsroom/press-releases/durbin-delivers-opening-statement-in-senate-judiciary-subcommittee-hearing-debunking-republicans-claims-that-political-violence-only-comes-from-the-left,congress_press/2025/2025-10.jsonl,2968
2025-Q4,2025-10-28,Cynthia M. Lummis,Republican,WY,"ICYMI: Senator Lummis Joins Fox News to Meet with Wyoming’s Troy Lake, Mechanic Wrongfully Imprisoned by Biden Administration",https://www.lummis.senate.gov/press-releases/icymi-senator-lummis-joins-fox-news-to-meet-with-wyomings-troy-lake-mechanic-wrongfully-imprisoned-by-biden-administration/,congress_press/2025/2025-10.jsonl,2995
2025-Q4,2025-10-28,Peter Welch,Democrat,VT,Ranking Member Welch Pushes Back Against Far-Right Claims of ‘One-Sided’ Politically Motivated Violence,https://www.welch.senate.gov/ranking-member-welch-pushes-back-against-far-right-claims-of-one-sided-politically-motivated-violence/,congress_press/2025/2025-10.jsonl,3026
2025-Q4,2025-10-29,James Comer,Republican,KY,ICYMI: Comer Discusses Bombshell Biden Autopen Report on Fox News’ Ingraham Angle,https://comer.house.gov/2025/10/icymi-comer-discusses-bombshell-biden-autopen-report-on-fox-news-ingraham-angle,congress_press/2025/2025-10.jsonl,3044
2025-Q4,2025-10-29,James Comer,Republican,KY,Oversight Committee Releases Report on the Biden Autopen Presidency,https://comer.house.gov/2025/10/oversight-committee-releases-report-on-the-biden-autopen-presidency,congress_press/2025/2025-10.jsonl,3045
2025-Q4,2025-10-29,Elijah Crane,Republican,AZ,Rep. Crane Chairs Congressional Justice for Warriors Caucus in the 119th Congress,https://crane.house.gov/2025/10/29/rep-crane-chairs-congressional-justice-for-warriors-caucus-in-the-119th-congress/,congress_press/2025/2025-10.jsonl,3047
2025-Q4,2025-10-29,Jack Reed,Democrat,RI,Reed Warns Trump’s Politicization of the Military Breaks 250 Years of Tradition,https://www.reed.senate.gov/news/releases/reed-warns-trumps-politicization-of-the-military-breaks-250-years-of-tradition,congress_press/2025/2025-10.jsonl,3170
2025-Q4,2025-10-30,Richard Blumenthal,Democrat,CT,ICYMI Video: Blumenthal Sounds Alarm on Voter Suppression As Trump's Attacks on the Right to Vote Mount,https://www.blumenthal.senate.gov/newsroom/press/release/icymi-video-blumenthal-sounds-alarm-on-voter-suppression-as-trumps-attacks-on-the-right-to-vote-mount,congress_press/2025/2025-10.jsonl,3306
2025-Q4,2025-11-04,Patty Murray,Democrat,WA,"REPUBLICAN SHUTDOWN DAY 35: Senator Murray Slams Trump for Refusing to Fully Fund SNAP, Calls Out Republicans for Doing Nothing to Stop MAGA",https://www.murray.senate.gov/republican-shutdown-day-35-senator-murray-slams-trump-for-refusing-to-fully-fund-snap-calls-out-republicans-for-doing-nothing-to-stop-maga-health-care-hike/,congress_press/2025/2025-11.jsonl,232
2025-Q4,2025-11-06,Sean Casten,Democrat,IL,"Casten, 27 House Dems Condemn Pardon of Binance Founder",https://casten.house.gov/media/press-releases/casten-27-house-dems-condemn-pardon-of-binance-founder,congress_press/2025/2025-11.jsonl,387
2025-Q4,2025-11-06,Richard J. Durbin,Democrat,IL,"Following Yesterday’s Cruel DHS Operation At A Preschool In Illinois, Durbin Again Calls For Secretary Noem To Testify In Front Of The Senat",https://www.durbin.senate.gov/newsroom/press-releases/following-yesterdays-cruel-dhs-operation-at-a-preschool-in-illinois-durbin-again-calls-for-secretary-noem-to-testify-in-front-of-the-senate-judiciary-committee,congress_press/2025/2025-11.jsonl,492
2025-Q4,2025-11-07,Cynthia M. Lummis,Republican,WY,"Lummis Celebrates Trump Pardon of Troy Lake, Wyoming Constituent Prosecuted by Weaponized Biden Administration",https://www.lummis.senate.gov/press-releases/lummis-celebrates-trump-pardon-of-troy-lake-wyoming-constituent-prosecuted-by-weaponized-biden-administration/,congress_press/2025/2025-11.jsonl,692
2025-Q4,2025-11-10,Bennie G. Thompson,Democrat,MS,Thompson Denounces Trump’s Abuse of Power in Pardoning Election Conspirators,https://benniethompson.house.gov/media/press-releases/thompson-denounces-trumps-abuse-power-pardoning-election-conspirators,congress_press/2025/2025-11.jsonl,791
2025-Q4,2025-11-12,Diana DeGette,Democrat,CO,DeGette Statement on Government Funding Vote in House of Representatives,https://degette.house.gov/media-center/press-releases/degette-statement-government-funding-vote-house-representatives,congress_press/2025/2025-11.jsonl,1080
2025-Q4,2025-11-12,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES ON HOUSE FLOOR: “WE’LL FIGHT UNTIL WE WIN THIS BATTLE FOR THE AMERICAN PEOPLE”,https://jeffries.house.gov/2025/11/12/leader-jeffries-on-house-floor-well-fight-until-we-win-this-battle-for-the-american-people/,congress_press/2025/2025-11.jsonl,1137
2025-Q4,2025-11-12,Jack Reed,Democrat,RI,The “dog that hasn’t barked”: Newly Released Epstein Emails May Explain Convicted Sex Offender Ghislaine Maxwell’s Prison Perks,https://www.reed.senate.gov/news/releases/the-dog-that-hasnt-barked-newly-released-epstein-emails-may-explain-convicted-sex-offender-ghislaine-maxwells-prison-perks,congress_press/2025/2025-11.jsonl,1305
2025-Q4,2025-11-17,Kelly Morrison,Democrat,MN,ICYMI: U.S. Rep. Kelly Morrison Reads Letter from Epstein Survivors on House Floor,https://morrison.house.gov/media/press-releases/icymi-us-rep-kelly-morrison-reads-letter-epstein-survivors-house-floor,congress_press/2025/2025-11.jsonl,1635
2025-Q4,2025-11-18,Shontel M. Brown,Democrat,OH,Congresswoman Brown Votes to Force Trump to Release the Epstein Files,https://shontelbrown.house.gov/media/press-releases/congresswoman-brown-votes-force-trump-release-epstein-files,congress_press/2025/2025-11.jsonl,1901
2025-Q4,2025-11-18,Haley M. Stevens,Democrat,MI,"After Voting To Release the Epstein Files, MI Congresswoman Haley Stevens Joins MI Senator Elissa Slotkin in Calling to End Presidential Par",https://stevens.house.gov/media/press-releases/after-voting-release-epstein-files-mi-congresswoman-haley-stevens-joins-mi,congress_press/2025/2025-11.jsonl,1908
2025-Q4,2025-11-18,Jack Reed,Democrat,RI,U.S. Senate Passes Bill to Compel the Release of Epstein Files,https://www.reed.senate.gov/news/releases/us-senate-passes-bill-to-compel-the-release-of-epstein-files,congress_press/2025/2025-11.jsonl,2018
2025-Q4,2025-11-19,Steve Cohen,Democrat,TN,Congressman Cohen Seeks Clarification on ICE Recruitment Policies,https://cohen.house.gov/media-center/press-releases/congressman-cohen-seeks-clarification-ice-recruitment-policies,congress_press/2025/2025-11.jsonl,2068
2025-Q4,2025-11-19,Haley M. Stevens,Democrat,MI,"Slotkin, Stevens Push Democrats to Abolish Presidential Pardon [WLNS]",https://stevens.house.gov/media/press-releases/slotkin-stevens-push-democrats-abolish-presidential-pardon-wlns,congress_press/2025/2025-11.jsonl,2171
2025-Q4,2025-11-20,Haley M. Stevens,Democrat,MI,ICYMI: Stevens Joins Slotkin’s Call to Abolish the Presidential Pardon,https://stevens.house.gov/media/press-releases/icymi-stevens-joins-slotkins-call-abolish-presidential-pardon,congress_press/2025/2025-11.jsonl,2452
2025-Q4,2025-11-20,Haley M. Stevens,Democrat,MI,VIDEO: MI Congresswoman Haley Stevens Calls for End of Presidential Pardon,https://stevens.house.gov/media/press-releases/video-mi-congresswoman-haley-stevens-calls-end-presidential-pardon,congress_press/2025/2025-11.jsonl,2454
2025-Q4,2025-11-20,Richard J. Durbin,Democrat,IL,Durbin Condemns President Trump’s January 6 Pardons As More Rioters Continue To Commit Heinous Crimes,https://www.durbin.senate.gov/newsroom/press-releases/durbin-condemns-president-trumps-january-6-pardons-as-more-rioters-continue-to-commit-heinous-crimes,congress_press/2025/2025-11.jsonl,2511
2025-Q4,2025-11-24,Hakeem S. Jeffries,Democrat,NY,LEADER JEFFRIES ON INSIDE CITY HALL: “MY REPUBLICAN COLLEAGUES ARE ACTUALLY HURTING THE PEOPLE THAT THEY REPRESENT”,https://jeffries.house.gov/2025/11/24/leader-jeffries-on-inside-city-hall-my-republican-colleagues-are-actually-hurting-the-people-that-they-represent/,congress_press/2025/2025-11.jsonl,2886
2025-Q4,2025-11-25,Donald G. Davis,Democrat,NC,Congressman Don Davis Celebrates North Carolina-Grown Turkeys at Annual White House Thanksgiving Tradition,https://dondavis.house.gov/media/press-releases/congressman-don-davis-celebrates-north-carolina-grown-turkeys-annual-white,congress_press/2025/2025-11.jsonl,3017
2025-Q4,2025-11-29,Norma J. Torres,Democrat,CA,Congresswoman Norma Torres Sends Letter to President Trump: Hernández Must Not Be Pardoned,https://torres.house.gov/media-center/press-releases/congresswoman-norma-torres-sends-letter-to-president-trump-hernandez-must-not-be-pardoned,congress_press/2025/2025-11.jsonl,3216
2025-Q4,2025-11-29,Tim Kaine,Democrat,VA,Kaine Statement on Trump's Pardoning of Former Honduran President who Brought Over 400 Tons of Cocaine into the United States,https://www.kaine.senate.gov/press-releases/kaine-statement-on-trumps-pardoning-of-former-honduran-president-who-brought-over-400-tons-of-cocaine-into-the-united-states,congress_press/2025/2025-11.jsonl,3219
2025-Q4,2025-12-01,Hakeem S. Jeffries,Democrat,NY,Dear Colleague on the Devastating Republican Healthcare Crisis,https://jeffries.house.gov/2025/12/01/fw-dear-colleague-on-the-devastating-republican-healthcare-crisis/,congress_press/2025/2025-12.jsonl,37
2025-Q4,2025-12-02,Joaquin Castro,Democrat,TX,"Castro, McGovern, Massie Introduce Bipartisan War Powers Resolution to Block Trump Administration's Escalating Hostilities Toward Venezuela",https://castro.house.gov/media-center/press-releases/castro-mcgovern-massie-introduce-bipartisan-war-powers-resolution-to-block-trump-administrations-escalating-hostilities-toward-venezuela,congress_press/2025/2025-12.jsonl,151
2025-Q4,2025-12-02,Nancy Pelosi,Democrat,CA,Pelosi Blasts Trump for Pardoning Narco-Trafficker Juan Orlando Hernández: “Why Would He Pardon a Thug?”,https://pelosi.house.gov/news/press-releases/pelosi-blasts-trump-pardoning-narco-trafficker-juan-orlando-hernandez-why-would,congress_press/2025/2025-12.jsonl,229
2025-Q4,2025-12-02,Richard J. Durbin,Democrat,IL,Durbin Condemns Pardon Of Former President Of Honduras,https://www.durbin.senate.gov/newsroom/press-releases/durbin-condemns-pardon-of-former-president-of-honduras,congress_press/2025/2025-12.jsonl,283
2025-Q4,2025-12-02,Kirsten E. Gillibrand,Democrat,NY,"Gillibrand: Trump Pardon And Release Of Corrupt, Drug Trafficking Ex-Honduran President “Immoral And Indefensible”",https://www.gillibrand.senate.gov/news/press/release/gillibrand-trump-pardon-and-release-of-corrupt-drug-trafficking-ex-honduran-president-immoral-and-indefensible/,congress_press/2025/2025-12.jsonl,294
